fundamental_hz,harmonic,target_frequency_hz,frames,true_relative_deg,measured_error_deg,circular_stddev_deg,resultant
50000.0,6,300000.0,20,-125.0,-12.736999970296573,0.1768359244515983,0.9999952371741776
50000.0,7,350000.0,20,-88.0,-20.93299971220509,0.22651872652193475,0.9999921849589198
50000.0,8,400000.0,20,-51.0,-34.17049991409318,0.18377916775500674,0.9999948558196817
60000.0,2,120000.0,20,87.0,-0.9709999883904064,0.07422264063050102,0.999999160931611
60000.0,3,180000.0,20,124.0,-2.9559999991555967,0.0633561387641375,0.9999993886329768
60000.0,4,240000.0,20,161.0,-6.700500001713601,0.08327515671033131,0.9999989437774691
60000.0,5,300000.0,20,-162.0,-12.4225000018344,0.1385956829120142,0.9999970743423195
60000.0,6,360000.0,20,-125.0,-22.886499985716885,0.08615538868997184,0.9999988694510104
60000.0,7,420000.0,20,-88.0,-40.89200000349211,0.09458330543718271,0.9999986374469556
60000.0,8,480000.0,20,-51.0,-72.39599999657243,0.05748043363204402,0.999999496772111
70000.0,2,140000.0,20,87.0,-1.3204999995028204,0.022466641820715894,0.9999999231221824
70000.0,3,210000.0,20,124.0,-4.3929999996088736,0.029000000068759923,0.9999998719083826
70000.0,4,280000.0,20,161.0,-9.968999999321316,0.029816103129920935,0.9999998645975652
70000.0,5,350000.0,20,-162.0,-20.166499998526078,0.03496784250922669,0.9999998137645408
70000.0,6,420000.0,20,-125.0,-40.57399999699401,0.046840154626132155,0.9999996658347333
70000.0,7,490000.0,20,-88.0,-80.72099999610482,0.05252618507780399,0.9999995797803396
80000.0,2,160000.0,20,87.0,-1.9934999930916133,0.09172105733158598,0.9999987186653626
80000.0,3,240000.0,20,124.0,-6.197500009984817,0.12020297642072349,0.9999977993311056
80000.0,4,320000.0,20,161.0,-14.593500006266341,0.1020428847423892,0.9999984140486889
80000.0,5,400000.0,20,-162.0,-33.05599994564338,0.1500799922068881,0.9999965694038844
80000.0,6,480000.0,20,-125.0,-71.53350000248828,0.07604440179548147,0.9999991192370367
90000.0,2,180000.0,20,87.0,-2.6519999998702297,0.021354156489138906,0.9999999305472308
90000.0,3,270000.0,20,124.0,-8.224499999847968,0.028368115985944416,0.9999998774295725
90000.0,4,360000.0,20,161.0,-21.690999999891254,0.024879710550926637,0.9999999057209135
90000.0,5,450000.0,20,-162.0,-52.4184999988188,0.0346806864282227,0.9999998168107143
100000.0,2,200000.0,20,87.0,-3.2144999183809735,0.13915729061406282,0.9999970505840264
100000.0,3,300000.0,20,124.0,-10.860498862612339,0.2374122414863341,0.9999914152215423
100000.0,4,400000.0,20,161.0,-31.99000016961122,0.20459721335520253,0.9999936243747258
100000.0,5,500000.0,20,-162.0,-89.64400014403029,0.2195770091121662,0.9999926566052392
110000.0,2,220000.0,20,87.0,-4.120500000259034,0.020850659457373497,0.9999999337837906
110000.0,3,330000.0,20,124.0,-14.810500000028288,0.020118399612133013,0.9999999383530511
110000.0,4,440000.0,20,161.0,-46.486000000304,0.031685959156017636,0.9999998470820658
120000.0,2,240000.0,20,87.0,-5.01650001686329,0.08748000651278395,0.9999988344199652
120000.0,3,360000.0,20,124.0,-20.13499992040326,0.15982807110420436,0.9999961092796993
120000.0,4,480000.0,20,161.0,-68.82499999899476,0.04984977439572117,0.9999996215129264
130000.0,2,260000.0,20,87.0,-6.009999999999997,0.019235384136571106,0.9999999436457785
130000.0,3,390000.0,20,124.0,-27.05450000062625,0.02801338978502825,0.999999880475746
140000.0,2,280000.0,20,87.0,-7.162500000067585,0.02843853060329421,0.999999876820335
140000.0,3,420000.0,20,124.0,-36.28050000034433,0.03398161296002204,0.9999998241215298
150000.0,2,300000.0,20,87.0,-8.748499999959598,0.041746258307271224,0.9999997345640185
150000.0,3,450000.0,20,124.0,-48.2424999914964,0.07575453938336765,0.999999125938737
160000.0,2,320000.0,20,87.0,-10.87999999838553,0.04024922452795521,0.999999753259909
160000.0,3,480000.0,20,124.0,-65.64799997735653,0.14820937672724502,0.9999966543895279
170000.0,2,340000.0,20,87.0,-13.174000000000605,0.021307275884918955,0.9999999308518472
180000.0,2,360000.0,20,87.0,-16.504000000046307,0.018814887782560588,0.9999999460827178
190000.0,2,380000.0,20,87.0,-20.528499999863655,0.023722352314725807,0.9999999142882773
200000.0,2,400000.0,20,87.0,-25.677999788029837,0.21044252215123405,0.9999932548708255
210000.0,2,420000.0,20,87.0,-31.29050001268667,0.04716724768814212,0.9999996611513686
220000.0,2,440000.0,20,87.0,-38.429500000064614,0.024181604744119803,0.9999999109374846
230000.0,2,460000.0,20,87.0,-46.89750000032081,0.019716744136443226,0.9999999407899909
240000.0,2,480000.0,20,87.0,-59.12250000248549,0.06662394960535561,0.9999993239398418
250000.0,2,500000.0,20,87.0,-76.78400002088223,0.22881015010124742,0.9999920260486802
